name,id,office,state,district,party,incumbent,receipts,disbursement,cash.on.hand,debt.owed,end.date,start.date
"MENENDEZ, ROBERT",S6NJ00289,S,NJ,0,DEM,INCUMBENT,8753360.02,8565098.91,1832385.81,0,10/17/18,1/1/17
"WOLKOWICZ, STEPHAN",H8CA36188,H,CA,36,REP,CHALLENGER,15038.32,15038.32,0,0,6/30/18,1/1/17
"BROWN, SHERROD",S6OH00163,S,OH,0,DEM,INCUMBENT,21831966.77,19173489.91,5842331.88,0,10/17/18,1/1/17
"CASEY, ROBERT P JR",S6PA00217,S,PA,0,DEM,INCUMBENT,17294129.94,14403086.24,4497606.78,0,10/17/18,1/1/17
"NORMAN, RALPH W. JR.",H8SC05158,H,SC,5,REP,INCUMBENT,2492659.43,1706280.09,786379.34,54e4,10/17/18,1/1/17
"QUEEN, KENNETH PAUL",H8NC10089,H,NC,10,DEM,CHALLENGER,8130.22,3828.45,1695,0,9/30/17,4/1/17
"GRESSMANN, GERHARD RALF REV",H8SC06107,H,SC,6,REP,CHALLENGER,8829.28,1284.62,7857.84,6304.28,10/17/18,1/1/18
"JOHNSON, DUSTY",H8SD01055,H,SD,0,REP,OPEN,1538101.9,1265949.44,375453.84,1024.95,10/17/18,1/1/17
"BJORKMAN, TIMOTHY W MR.",H8SD01097,H,SD,0,DEM,OPEN,801548.01,642765.84,159082.17,4855.37,10/17/18,7/1/17
"OLSEN, MARTIN",H8TN01079,H,TN,1,DEM,CHALLENGER,135104.8,119493.73,15611.07,0,10/17/18,7/1/17
"CALDWELL, RANDY",H8AR04148,H,AR,4,REP,CHALLENGER,14450,15452,4847,0,3/31/18,1/1/18
"SKELTON, SHANE JOHN",H8CA26106,H,CA,26,REP,CHALLENGER,61357.6,61357.6,0,0,1/11/18,4/1/17
"MEIER, EDWARD",H8TX32106,H,TX,32,DEM,CHALLENGER,1016874.1,1016708.2,165.9,0,5/28/18,5/1/17
"JETTA, KURT",H8FL21055,H,FL,21,REP,CHALLENGER,459532.97,459391.98,140.99,25e4,9/30/18,9/28/17
"HALL, ISADORE III",H2CA35100,H,CA,44,DEM,CHALLENGER,1503,7949.04,427.49,502635.25,9/30/18,1/1/17
"STOLZ, JOHN",H8PA12093,H,PA,12,DEM,CHALLENGER,7432.4,7432.4,0,0,12/31/17,7/1/17
"MORALES, CESAR DIEGO",H8IN04157,H,IN,4,REP,OPEN,575737.99,575737.99,0,0,12/31/18,7/1/17
"BERNAL, BENITO BENNY",H6CA29203,H,CA,29,REP,CHALLENGER,6945,5439,155,2700,10/22/18,1/1/18
"TRUNDLE, RYAN",H8LA04282,H,LA,4,DEM,CHALLENGER,21854.99,17352.66,-85.48,0,10/17/18,7/1/18
"MADDEN, PATRICK",H8NY22144,H,NY,22,DEM,CHALLENGER,22247.01,22247.01,0,0,9/7/17,4/1/17
"MURPHY, MARCUS ALLEN DR.",H8CO05171,H,CO,5,DEM,CHALLENGER,12058,7045,5013,0,9/30/18,1/1/17
"PETERS, BRANDON S.",H8FL02105,H,FL,2,DEM,CHALLENGER,146682.19,142377.66,4304.53,44407.73,9/30/18,1/1/18
"HINSON, YVONNE HAYES MS",H8FL03038,H,FL,3,DEM,CHALLENGER,43089.45,50714.02,6220.41,1311.55,10/17/18,7/1/17
"NYE, COOPER JON",H8MI11379,H,MI,11,IND,OPEN,6852,6210,642,NA,10/20/18,3/1/18
"CALLAHAN, DAVID ALAN",H8GA13035,H,GA,13,REP,CHALLENGER,17282,12007,5956,NA,10/17/18,1/1/18
"ASHBY, JOSEPH",H8KS04153,H,KS,4,REP,OPEN,5329.7,5429.7,0,0,7/11/17,1/1/17
"PHILLIPS, HEATH",H8NY22169,H,NY,22,DEM,CHALLENGER,5295.14,5295.14,0,0,9/30/17,2/7/17
"MOHAMMAD, NEILL DR.",H8IL16096,H,IL,16,DEM,CHALLENGER,213142.67,213142.67,0,1e4,9/30/18,1/1/17
"HORST, JOHN H",H6CA52148,H,CA,52,REP,CHALLENGER,29234.98,29771.6,-2189.68,14065.56,7/15/18,1/1/17
"PEREZ, JOHN A",H6CA34245,H,CA,34,DEM,OPEN,6740,6740,0,0,1/20/17,1/1/17
"WHITEHOUSE, SHELDON II",S6RI00221,S,RI,0,DEM,INCUMBENT,4998424.98,4055345.94,2047493.97,0,10/17/18,1/1/17
"SINEMA, KYRSTEN",S8AZ00197,S,AZ,0,DEM,OPEN,19287249.58,20249341.81,1301542.09,0,10/17/18,1/1/17
"CAMPBELL, TOM",H8ND00104,H,ND,0,REP,OPEN,1201059.87,1023676.63,177382.84,745e3,3/31/18,7/1/17
"MCSALLY, MARTHA",S8AZ00221,S,AZ,0,REP,OPEN,16211836.1,13688178.55,2523657.44,253240.94,10/17/18,1/1/18
"JONES, GRIFFIN GILBERT",S8WI00232,S,WI,0,REP,CHALLENGER,10318,10317,0,NA,8/24/18,11/2/17
"HOYOS, RENEE",H8TN02176,H,TN,2,DEM,OPEN,312129.66,244922.64,67207.02,0,10/17/18,9/9/17
"SUTHERLAND, MATTHEW JAMES MR.",H8WA05177,H,WA,5,DEM,CHALLENGER,14311.78,8509.53,6355.25,0,9/30/17,2/2/17
"PHILLIPS, MARIAH NICOLE",H8TN04099,H,TN,4,DEM,CHALLENGER,535380.52,413717.62,121662.9,9618.67,10/17/18,3/20/17
"POZOS, CLARE PUTNAM",H8PA07218,H,PA,7,REP,OPEN,69009.38,68724.79,284.59,0,6/30/18,2/9/18
"LOVE, PAM",H8FL05124,H,FL,5,REP,CHALLENGER,75,0,75,75,9/30/17,4/1/17
"SEVIGNY, STEPHEN MD",H8FL06155,H,FL,6,DEM,OPEN,885320.25,885320.25,0,0,9/30/18,1/1/18
"FRANCOIS, VENNIA V.",H8FL07088,H,FL,7,REP,CHALLENGER,46768.77,38685.3,8083.47,6096.25,9/30/18,1/1/18
"DASH, STACEY",H8CA44109,H,CA,44,REP,CHALLENGER,44730.13,44730.13,0,0,6/30/18,1/1/18
"ARLETT, ROB",S8DE00145,S,DE,0,REP,CHALLENGER,173810,159815.2,13995.62,0,10/17/18,4/1/18
"BROWN, SAKIMA",H6NY18161,H,NY,18,REP,CHALLENGER,221288.96,227757.65,11931.27,0,9/30/18,1/1/17
"NELSON, BILL",S8FL00166,S,FL,0,DEM,INCUMBENT,26594280.91,24533117.94,3806614.61,0,10/17/18,1/1/17
"BERGMANN, CHARLOTTE",H8TN09114,H,TN,9,REP,CHALLENGER,69722.08,63916,5806.08,1651.56,10/17/18,1/1/18
"LITTON, TODD CATLETT",H8TX02067,H,TX,2,DEM,OPEN,1429117.57,1133192.3,295925.27,0,10/17/18,4/1/17
"CRENSHAW, DANIEL",H8TX02166,H,TX,2,UNK,OPEN,1638258.52,1399231.82,239026.7,0,10/17/18,11/16/17
"CASARA, DANIEL",H8CA50130,H,CA,52,REP,CHALLENGER,30802.77,30802.77,0,5738.41,6/30/18,7/1/17
"SAYED, SHAMUS",H8CA50148,H,CA,50,REP,CHALLENGER,257329,258018.7,0,147166.93,6/30/18,10/1/17
"BALAGUER, ARIADNA",H8FL27169,H,FL,27,REP,OPEN,59431,59431,0,0,10/5/18,1/1/18
"CAVANAUGH, KEVIN",H8AZ01211,H,AZ,1,REP,CHALLENGER,11164.31,11164.31,0,380.73,9/30/18,10/1/17
"GREENFIELD, THERESA",H8IA03157,H,IA,3,DEM,CHALLENGER,404105.82,363711.42,40394.4,0,9/30/18,7/1/17
"EDWARDS, HAROLD JAMES III",H8OH02116,H,OH,2,DEM,CHALLENGER,3198.52,3020.32,178.2,0,1/29/18,1/1/17
"MASTRIANO, DOUGLAS PH.D. COL PH.D",H8PA09057,H,PA,13,REP,OPEN,57254.16,57254.16,0,0,7/13/18,1/1/18
"ESPY, MICHAEL",S8MS00287,S,MS,0,DEM,OPEN,1968445.78,1249024.54,719421.24,110656,10/17/18,4/1/18
"BURCH, LORIE LOUISE",H8TX03099,H,TX,3,DEM,OPEN,292278.65,266705.96,25547.69,23149.5,10/17/18,4/1/17
"ALTMAN, NATHAN J",S8IN00213,S,IN,0,IND,CHALLENGER,50055.19,49705.49,349.55,0,11/26/18,4/1/18
"AYYADURAI, SHIVA  DR",S8MA00268,S,MA,0,IND,CHALLENGER,5002179.34,4910540.13,91639.97,0,10/17/18,1/1/17
"MANNING, CHELSEA ELIZABETH",S8MD00260,S,MD,0,DEM,CHALLENGER,85790,78095.34,7694.19,0,10/17/18,1/1/18
"SIMON, NEAL",S8MD00302,S,MD,0,IND,CHALLENGER,1822212.28,1766974.52,55237.86,65e4,10/17/18,11/1/17
"KRANTZ, CATHERINE",H8TX04162,H,TX,4,DEM,CHALLENGER,31030.42,25638.06,5428.36,10155,10/17/18,10/1/17
"GERMANSON, LARRY RAYMOND",H8CO04075,H,CO,4,DEM,CHALLENGER,2335,2036,339,0,1/4/18,3/30/17
"WRIGHT, RON",H8TX06233,H,TX,6,REP,OPEN,574638.14,511261.94,63376.2,77535,10/17/18,10/1/17
"BRAKEY, ERIC",S8ME00130,S,ME,0,REP,CHALLENGER,805999.94,720047.23,85953.22,12900,10/17/18,3/1/17
"RINGELSTEIN, ZACKARY (ZAK)",S8ME00155,S,ME,0,DEM,CHALLENGER,359369.64,327341.09,32028.55,217325,10/17/18,9/1/17
"STABENOW, DEBBIE",S8MI00281,S,MI,0,DEM,INCUMBENT,13022615.71,13383220.25,2842613.58,0,10/17/18,1/1/17
"NEWBERGER, JAMES WALLACE",S8MN00552,S,MN,0,REP,CHALLENGER,210846.12,191815.18,19030.33,0,10/17/18,7/1/17
"TROOIEN, JERRY",S8MN00636,S,MN,0,IND,CHALLENGER,1597379.49,1593869.97,3509.52,402948.76,10/17/18,4/1/18
"PAPPAS, ANTHONY",H8NY14133,H,NY,14,REP,CHALLENGER,1935,0,1935,NA,9/30/18,7/15/18
"CHAVEZ, ROCKY",H8CA49124,H,CA,49,REP,OPEN,425255.86,425255.86,0,0,8/15/18,1/1/18
"SPOERER, CARL",H8IL15056,H,IL,15,DEM,CHALLENGER,26195.74,25987.84,207.9,0.6,4/5/18,1/1/17
"ADIA, VANESSA MICHELLE",H8TX12074,H,TX,12,DEM,CHALLENGER,199953.7,129648.24,70160.94,0,10/17/18,3/15/17
"BELL, ADRIENNE",H8TX14120,H,TX,14,DEM,CHALLENGER,182057.7,168310.39,13747.31,0,10/17/18,5/16/17
"ESCOBAR, VERONICA",H8TX16109,H,TX,16,DEM,OPEN,1372071.51,1132031.06,240040.45,0,10/17/18,8/25/17
"CHANDLER, ALEXANDRA ELEANOR",H8MA03163,H,MA,3,DEM,OPEN,150676.7,141665.84,9010.86,270,9/30/18,10/16/17
"MACKENZIE, STEPHEN",H8IN06103,H,IN,6,REP,OPEN,14861.53,14425.36,436.17,9148.33,4/18/18,7/1/17
"VAN PELT, TONY",H8IN07291,H,IN,7,REP,CHALLENGER,7145.65,7145.65,0,0,5/11/18,7/1/17
"PETERSEN, AUSTIN",S8MO00145,S,MO,0,REP,CHALLENGER,650946.49,648632.85,2313.96,0,10/17/18,4/1/17
"MORO, ELIZABETH RHEIN",H8PA07127,H,PA,6,DEM,OPEN,93266.98,95929.98,-2663,28354.49,5/14/18,4/1/17
"MALONE, BOPHA",H8MA03213,H,MA,3,DEM,OPEN,78544.09,68697.96,9846.13,12954.92,9/30/18,10/1/17
"DUTERTE, EDWIN",H8CA43135,H,CA,43,REP,CHALLENGER,18509.76,18509.76,0,0,9/30/18,1/1/17
"YANKOVICH, DAVID",H8WI01115,H,WI,1,DEM,OPEN,90507.5,90507.5,0,0,12/31/17,4/1/17
"MUROFF, DANIEL",H8PA07101,H,PA,5,DEM,OPEN,553920.64,524550.26,29370.38,0,9/30/18,4/1/17
"AINGE, TANNER D",H8UT03196,H,UT,3,REP,OPEN,296913,296904,0,0,9/30/18,4/1/17
"WICKER, ROGER F",S8MS00196,S,MS,0,REP,INCUMBENT,5928579.47,4988255.5,2560758.2,0,10/17/18,1/1/17
"SIEGEL, MICHAEL",H8TX10110,H,TX,10,DEM,CHALLENGER,440463.66,323983.05,116480.61,1e4,10/17/18,4/24/17
"EHR, PHILLIP CHARLES",H8FL01107,H,FL,1,DEM,CHALLENGER,162117.07,160694.99,1422.08,1422.08,9/30/18,3/1/17
"SERYAK, KIT",H8OH16132,H,OH,16,REP,OPEN,22535,22535,0,0,3/31/18,10/1/17
"WILT, ROBIN",H8NY25113,H,NY,25,DEM,OPEN,76689.84,76214.53,475.31,1e4,9/30/18,1/1/18
"BASS, WILLIAM HENRY MR. JR",H8NY24116,H,NY,24,NPA,CHALLENGER,20295.79,19303.15,1060.86,2e3,9/30/18,1/1/18
"COLLIER, ERIN",H8NY19256,H,NY,19,DEM,CHALLENGER,211153.96,211153.96,0,0,9/30/18,1/1/18
"BARNHART, RACHEL",H8NY25121,H,NY,25,DEM,OPEN,34613.05,24686.73,9926.32,0,9/30/18,4/1/18
"RENISON, JOHN",H8CA51054,H,CA,51,REP,CHALLENGER,52810.18,53114.07,0,0,9/30/18,1/1/18
"BRADY, DWIGHT JOHN MR.",H8MI01164,H,MI,1,DEM,CHALLENGER,28353.17,35712.8,0,0,4/2/18,3/24/17
"APPLEGATE, DOUGLAS LOREN",H6CA49102,H,CA,49,DEM,OPEN,1005398.45,1065917.28,2623.7,5500,9/30/18,1/1/17
"ALLMAN, MICHAEL",H8CA52136,H,CA,52,REP,CHALLENGER,415109.45,415109.45,0,321093.58,9/30/18,10/1/17
"DUCK, ANDREW JAMES",H6MD06121,H,MD,6,DEM,OPEN,57330.37,57330.37,0,0,7/14/18,1/1/17
"CHERFILUS-MCCORMICK, SHEILA",H8FL20032,H,FL,20,DEM,CHALLENGER,39740.27,39164.27,-740.12,7450,8/8/18,4/1/18
"GIBBS, DAVID",H8NV04083,H,NV,4,REP,OPEN,30330,30330,0,2e4,8/28/18,1/1/18
"SHEETS, KENNETH",H8TX05094,H,TX,5,REP,OPEN,196075,196075,0,0,5/17/18,11/6/17
"DEAM, DIRK J",H8IA04098,H,IA,4,DEM,CHALLENGER,2583.26,2583.26,0,0,6/30/17,1/1/17
"SANFORD, MARSHALL C. HON.",H4SC01073,H,SC,1,REP,INCUMBENT,919271,671517.84,1328393.5,0,9/30/18,1/1/17
"VOEHL, CHRISTOPHER L.",H8MA08188,H,MA,8,DEM,CHALLENGER,86269.25,37824.24,48445.01,85500,9/30/18,7/1/17
"PRETOT, JAKE",H8MD02100,H,MD,2,DEM,CHALLENGER,2738.1,908.1,1846,0,9/30/18,11/3/17
"SHIPLEY, SHERYL",H8IN04173,H,IN,4,DEM,OPEN,8958.28,7484.28,1348.98,0,1/2/18,1/1/17
"MILLER, ARUNA",H8MD06143,H,MD,6,DEM,OPEN,1471031.06,1463473.94,6739.12,0,9/30/18,4/1/17
"GRAYSON, ALAN MARK",H6FL08213,H,FL,9,DEM,CHALLENGER,1025358.44,587349.58,920871.76,2536383.41,9/30/18,1/1/17
"MANNO, ROGER",H8MD06150,H,MD,6,DEM,OPEN,442662.16,405361.76,37300.4,72e3,9/30/18,5/14/17
"HASHIMI, NADIA DR",H8MD06176,H,MD,6,DEM,OPEN,574270.65,515274.89,58995.76,225e3,9/30/18,7/1/17
"O'CULL, SAYRE CHRISTIAN",H8KY04128,H,KY,4,DEM,CHALLENGER,1,0,1,0,9/30/17,1/1/17
"ALEXANDER, SHERRILL KENNETH",H8TX35018,H,TX,35,REP,CHALLENGER,10180.69,16931.69,0,0,7/13/18,6/12/17
"RIENTS, DONALD",H6IL18138,H,IL,18,REP,CHALLENGER,1060.42,1232.87,9.12,0,9/30/18,1/1/17
"SAWYERS, RYAN",H8VA01261,H,VA,1,DEM,CHALLENGER,124450.12,124450.12,0,0,3/27/18,3/29/17
"HUELSKAMP, TIMOTHY A REP.",H6KS01146,H,KS,1,REP,CHALLENGER,3877.03,22694.27,65177.46,0,9/30/18,1/1/17
"GUNDERSON, SCOTT ALAN",H8MA03064,H,MA,3,REP,OPEN,6490.07,11779.42,0,0,1/21/18,4/1/17
"PIKUS, PATRICK",H8OH07131,H,OH,7,DEM,CHALLENGER,5525,4099.31,1425.69,0,9/30/18,1/1/18
"GASPAR, KRISTIN",H8CA49090,H,CA,49,REP,OPEN,387952.99,383742.04,4210.95,19734.84,9/30/18,1/1/18
"GALBRAITH, ALLISON MS.",H8MD01177,H,MD,1,DEM,CHALLENGER,113900.56,109352.31,4548.25,350,9/30/18,4/1/17
"LENEGHAN, MELANIE ANN MRS.",H8OH12248,H,OH,12,REP,OPEN,586132.1,586106.61,25.49,133360,9/30/18,1/1/18
"SMITH, SCOTT A",H4NY18109,H,NY,18,NNE,CHALLENGER,269,251,179,6600,9/30/18,1/1/17
"AUSTINSON, JOHN WAYNE",H8MN01287,H,MN,1,DEM,OPEN,20200.14,20200.14,0,0,9/21/17,6/26/17
"MENDOZA, SANDRA",H8CA34191,H,CA,34,DEM,CHALLENGER,17652.4,17647.02,5.38,9895.5,9/30/18,1/1/17
"VALIENTE, CHRISTIAN",H8CA35115,H,CA,35,REP,CHALLENGER,3325.85,4098.69,-989.24,2029,9/30/18,4/1/18
"SPALDING, CARLA ARLENE",H6FL18121,H,FL,18,IND,CHALLENGER,770561.13,758162.79,12601.72,7668.44,9/30/18,1/1/17
"FREEMAN, MARK BENJAMIN",H6FL22081,H,FL,18,REP,CHALLENGER,348389.41,272319.91,77995.71,5e5,9/30/18,1/1/17
"DENHAM, JEFF",H0CA19173,H,CA,10,REP,INCUMBENT,4451380.82,3226771.14,1551062.04,8917.32,10/17/18,1/1/17
"SAAD, FAYROUZ",H8MI11262,H,MI,11,DEM,OPEN,769824.46,764190.15,4875,25e3,9/30/18,7/1/17
"MORIN, WILLIAM C III",H8SC04235,H,SC,4,DEM,OPEN,40407.86,46333.01,0.91,0,6/30/18,11/23/17
"HYDE-SMITH, CINDY",S8MS00261,S,MS,0,REP,OPEN,2996063.68,2194121.87,801941.48,0,10/17/18,4/1/18
"SABRIN, MURRAY",S8NJ00285,S,NJ,0,LIB,CHALLENGER,39673,34370,5301,NA,10/17/18,3/24/18
"HUGIN, ROBERT",S8NJ00509,S,NJ,0,REP,CHALLENGER,30289561.23,27714323.17,2575238.77,27916441.96,10/17/18,1/1/18
"LOWENTHAL, ALAN",H2CA00104,H,CA,47,DEM,INCUMBENT,692821.51,537257.29,642516.72,897.25,10/17/18,1/1/17
"ANDRES, EDWARD H",H8MO06134,H,MO,6,DEM,CHALLENGER,11730,9758.79,1971.21,0,10/17/18,11/9/16
"WILLIAMS, SAMUEL LEE JR",H8TX16166,H,TX,16,IND,OPEN,5928.94,4653.08,1275.86,4e3,10/17/18,4/1/18
"AYCOX, KEVIN MICHAEL",H8MS03174,H,MS,3,DEM,OPEN,10502.75,11194.9,160.67,2828,6/30/18,1/1/18
"MCFADDEN, ELLIOTT JAMES",H8TX21166,H,TX,21,DEM,OPEN,114019.7,114019.7,0,0,3/31/18,3/16/17
"KOPSER, JOSEPH",H8TX21190,H,TX,21,DEM,OPEN,2769877.09,2676576.44,93300.65,74231.43,10/17/18,4/1/17
"BISHOP, SANFORD D",H2GA02031,H,GA,2,DEM,INCUMBENT,1080931.5,985871.27,293178.35,0,10/17/18,1/1/17
"MEZA, RAYMOND ANTHONY JR.",H8CA34175,H,CA,34,DEM,OPEN,37504.16,61171.38,4452.78,0,6/30/17,1/1/17
"ROY, CHIP",H8TX21307,H,TX,21,REP,OPEN,1694646.8,1223205.19,471441.61,0,10/17/18,10/1/17
"RICH, MICK",S8NM00200,S,NM,0,REP,CHALLENGER,903856.05,788281.43,115572.03,235500,10/17/18,10/1/16
"HARRELL, SALLY --",H8GA06187,H,GA,6,DEM,CHALLENGER,15566.56,24687.8,0,0,12/31/17,1/1/17
"SUDDARTH, JOHN",H8VA01295,H,VA,1,DEM,CHALLENGER,92041.4,92041.4,0,0,7/6/18,10/1/17
"STONE, RYAN HENRY",H8TX10086,H,TX,10,DEM,CHALLENGER,15482.37,15482.37,0,0,11/6/17,4/18/17
"MARTINEZ, TONY",H8NM02149,H,NM,2,DEM,OPEN,29497.5,29497.5,0,0,10/27/17,7/1/17
"TAYLOR, KERITH STRANO",H4PA05062,H,PA,5,DEM,CHALLENGER,13330,16120.38,0,0,4/27/18,1/1/17
"ADAIR, GLENN DAREN MR. N/A",H8TX06209,H,TX,6,LIB,OPEN,508,470,0,0,1/6/18,3/29/17
"ROBERTSON, TERRY",H6OH07119,H,OH,7,REP,CHALLENGER,6219.79,6274.19,-1007.52,0,9/30/18,1/1/17
"WESTBROOK, BRIANNA",H8AZ08059,H,AZ,8,DEM,OPEN,42870.67,38439.89,0,0,6/30/18,4/1/17
"SOSTACK, BRADLEY",H8FL13144,H,FL,13,REP,CHALLENGER,161366.96,161366.96,0,0,9/30/18,4/1/18
"AKINS, WILLIAM ALAN",H8FL17038,H,FL,17,REP,OPEN,32310.2,18727.84,13582.36,16652.42,9/30/18,10/1/17
"OSMACK, MARK",H8MO02216,H,MO,2,DEM,CHALLENGER,199663.57,199663.57,0,0,10/10/18,7/1/17
"SWEENEY, MIKE",H6TX31052,H,TX,31,REP,CHALLENGER,56221.11,55126.96,1912.75,22438.51,9/30/18,1/1/17
"HAMILTON, DANIEL KELLER WIL",H8SC04276,H,SC,4,REP,OPEN,278280.9,256846.3,21434.6,58155.47,9/30/18,1/1/18
"SANDERS, JUSTIN DAVID MR.",H8SC04367,H,SC,4,REP,OPEN,4100,129.87,-3479.87,0,9/30/18,4/1/18
"CONNELLY, CHAD",H8SC05141,H,SC,5,REP,OPEN,258721,258652.25,68.75,4e3,9/30/18,2/3/17
"MARTS, TOLA",H8WA08130,H,WA,8,DEM,OPEN,74353.87,74353.87,0,0,12/31/17,4/1/17
"BARLETTA, LOU",S8PA00320,S,PA,0,REP,CHALLENGER,6811656.94,6184893.25,1024222.95,111400.36,10/17/18,1/1/17
"WALZ, JIM",H6IL14129,H,IL,14,DEM,CHALLENGER,15711.48,16905.47,-1000.02,2e3,9/30/18,1/1/17
"HORNING, ANDY",S2IN00109,S,IN,0,REP,CHALLENGER,1217,1217,0,0,4/18/18,10/1/17
"FLANDERS, ROBERT MR",S8RI00128,S,RI,0,REP,CHALLENGER,1131604.82,1071327.52,58391.22,25e4,10/17/18,4/20/17
"SIDIE, JAY",H6KS03241,H,KS,3,DEM,CHALLENGER,104418.33,112218.18,2071.33,2800,9/30/18,1/1/17
"MCPHERSON, BRUCE WILLIAM",H8GA02061,H,GA,2,REP,CHALLENGER,115084.79,115084.79,0,5e3,4/11/18,5/16/17
"PETTERSEN, BRITTANY LOUISE MS.",H8CO07045,H,CO,7,DEM,CHALLENGER,207825.84,152724.84,55101,0,9/30/18,4/1/17
"FARLEY, CHELE CHIAVACCI",S8NY00215,S,NY,0,REP,CHALLENGER,1304041.26,1108621.59,195418.28,28314.77,10/17/18,1/1/18
"DUPONT, RICHARD",H8CT05229,H,CT,5,REP,OPEN,121031.46,120569.42,462.04,31900,9/30/18,5/3/18
"GRAY, AIDA ESTRADA",H8MI06171,H,MI,6,DEM,CHALLENGER,11e3,12349.3,-1349.3,0,9/30/18,1/1/18
"RENACCI, JAMES B.",S8OH00102,S,OH,0,REP,CHALLENGER,7824910.38,3985057.28,4464397.88,4095991.89,10/17/18,1/1/17
"CHRISTIANA, JAMES JOSEPH III",S8PA00270,S,PA,0,REP,CHALLENGER,302403.96,300377.02,2026.56,37900,10/17/18,4/1/17
"HECKROTH, THOMAS",H8IA01128,H,IA,1,DEM,CHALLENGER,340829.68,340829.68,0,0,9/30/18,7/1/17
"KAIMAN, JON",H6NY03254,H,NY,3,DEM,CHALLENGER,45351,49035.62,2203.71,10837.31,6/30/17,1/1/17
"JONES, JIMMY DARNELL",H8TX02091,H,TX,2,DEM,OPEN,19035.37,13826.13,5209.24,0,2/14/18,10/1/17
"BONHAM, PAUL",H8NC12101,H,NC,12,REP,CHALLENGER,9034,9034,0,0,5/8/18,7/1/17
"BROWNING, DEAN",H8PA15260,H,PA,7,REP,OPEN,226600,226593.72,6.28,17e4,9/30/18,1/1/18
"RYAN, PATRICK",H8NY19223,H,NY,19,DEM,CHALLENGER,1740412.54,1695833.71,44578.83,52930.59,9/30/18,4/1/17
"CHRIN, JOHN R",H8PA17050,H,PA,8,REP,CHALLENGER,2157587.1,1862618.02,294969.08,1099500,10/17/18,4/1/17
"LAMB, CONOR",H8PA18181,H,PA,17,DEM,INCUMBENT,8888155.13,8161159.37,726995.76,2088,10/17/18,10/1/17
"PALZEWICZ, TOM",H8WI05165,H,WI,5,DEM,CHALLENGER,230861.29,187850.29,43011,15e3,10/17/18,7/1/17
"KOHL, DAN",H8WI06098,H,WI,6,DEM,CHALLENGER,2851377.82,2500520.69,350857.13,0,10/17/18,4/1/17
"BUSH, CORI",H8MO01143,H,MO,1,DEM,CHALLENGER,138602.61,100506.21,20127.96,0,7/18/18,4/23/17
"SERGENT, TALLEY",H8WV02115,H,WV,2,DEM,CHALLENGER,668057.31,469685.62,198372.09,0,10/17/18,7/1/17
"MILLER, CAROL DEVINE",H8WV03097,H,WV,3,REP,OPEN,1648101.32,1372517.45,275583.87,515e3,10/17/18,7/1/17
"STEWART, COREY ALAN",S8VA00297,S,VA,0,REP,CHALLENGER,2395399.23,1681496.33,713902.48,112197.52,10/17/18,7/1/17
"RAIKLIN, IVAN ERIC",S8VA00305,S,VA,0,REP,CHALLENGER,70606,69139.93,1716.16,81234.58,10/17/18,8/6/17
"WATERS, MATT",S8VA00354,S,VA,0,LIB,CHALLENGER,56328.26,48130.64,8197.67,18702.68,10/17/18,1/1/18
"CANTWELL, MARIA",S8WA00194,S,WA,0,DEM,INCUMBENT,9188096.48,5998251.23,3996230.33,2200510.64,10/17/18,1/1/17
"MORRISEY, PATRICK MR",S8WV00143,S,WV,0,REP,CHALLENGER,5401020.15,4274191.22,1126829.72,1e4,10/17/18,7/1/17
"BLANKENSHIP, DON",S8WV00150,S,WV,0,CON,CHALLENGER,4165210.09,4165209.19,0,0,10/17/18,11/28/17
"CARRIGAN, SEAN J MR.",H8SC02106,H,SC,2,DEM,CHALLENGER,136937.39,120061.58,28157.52,0,10/17/18,1/1/18
"GEREN, MARY SMITH",H8SC03070,H,SC,3,DEM,CHALLENGER,268896.09,242276.93,26619.16,0,10/17/18,4/1/17
"HUNTER, GREG",H8WY01062,H,WY,0,DEM,CHALLENGER,42049.68,41884.56,165.12,35894.91,10/17/18,4/1/18
"MCQUEEN, LEE",H8AR04122,H,AR,4,IND,CHALLENGER,1121.29,1009.62,0,0,8/22/18,7/1/17
"MANCHIN III, JOE",S0WV00090,S,WV,0,DEM,INCUMBENT,8105199.71,6584585.27,3193174.55,0,10/17/18,1/1/17
"HEITKAMP, HEIDI",S2ND00099,S,ND,0,DEM,INCUMBENT,25353646.63,14829846.65,11142250.74,0,10/17/18,1/1/17
"HELLER, DEAN",S2NV00183,S,NV,0,REP,INCUMBENT,11896633.27,11051457.57,2211457.5,0,10/17/18,1/1/17
"PEREZ, MARTY",H8TX27130,H,TX,27,REP,OPEN,153231.07,153231.07,0,10051.19,7/20/18,4/1/18
"VITALI, GREG",H8PA07176,H,PA,7,DEM,OPEN,81458.67,82264.69,23535.21,0,10/8/18,1/1/18
"LEONARD, NICK",S8MN00602,S,MN,0,DEM,CHALLENGER,2775,2499,275,5401,7/17/18,2/5/18
"DRISKELL, GRETCHEN",H6MI07223,H,MI,7,DEM,CHALLENGER,2428363.1,1521477.79,922142.4,15e4,10/17/18,1/1/17
"STEVENS, TYLER SAGE CORDINGLEY MR.",H8CO05189,H,CO,5,REP,CHALLENGER,35695.64,26580.71,9114.93,28151.18,6/30/18,1/1/18
"CRAIG, ANGELA DAWN",H6MN02131,H,MN,2,DEM,CHALLENGER,4692494.91,3627006.16,1077991.4,2e5,10/17/18,1/1/17
